f0,f1,f2,f3,f4,f5,f6,protected
0.0,0.063,0.1069,-0.0238,-0.0596,0.1068,-0.0243,-0.0615
-0.491,0.376,-0.3927,0.3425,0.3275,-0.4467,-0.4067,-0.4153
0.0,0.0,0.0,0.0156,0.0159,0.0193,0.0158,-0.0041
0.0,-0.0187,0.0675,0.0532,-0.0164,0.0669,-0.0212,-0.0249
0.0,0.1938,0.1675,-0.1053,0.129,0.1402,-0.0663,0.1186
0.0,0.0,-0.0207,0.0374,0.0288,-0.022,0.0589,0.0508
-0.4935,0.481,0.4795,-0.498,-0.506,0.4789,-0.4969,-0.5007
-0.4991,-0.3712,0.3309,-0.3584,-0.444,0.3246,-0.3548,0.3199
0.0,0.1378,-0.0738,0.1031,0.1087,-0.0589,0.1373,0.1123
0.0,0.0625,0.0,-0.0146,0.0743,0.0672,-0.0463,-0.0437
0.0,-0.0298,-0.033,0.0569,0.1149,0.0712,0.0718,0.1005
-0.4921,0.3638,-0.4724,0.3432,-0.3811,0.3477,-0.4145,-0.3835
-0.5007,-0.4653,-0.4462,-0.4529,-0.4325,0.3899,-0.4625,-0.4638
-0.4949,-0.3832,0.352,0.363,0.3516,0.3663,-0.3629,-0.4793
0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.004
0.0,0.0,0.0155,0.0193,-0.0036,-0.004,0.0,-0.0038
-0.5,-0.3499,0.3166,0.3357,-0.3576,0.3447,-0.4466,0.3242
0.0,0.0311,0.0348,0.0386,-0.0043,0.0343,0.0267,0.0
0.0,-0.0656,-0.0138,-0.0484,-0.0649,0.0837,0.1249,0.0842
0.0,0.0744,0.0561,-0.0292,-0.0108,-0.0036,0.0626,-0.0355
-0.5019,-0.4403,0.3759,0.3801,-0.4476,-0.3988,0.3213,0.3895
0.0,-0.1046,-0.1159,0.1345,-0.1182,0.1206,0.1348,0.2346
-0.4957,-0.4999,0.4855,-0.4975,-0.5014,-0.5009,-0.4877,0.4973
-0.4987,-0.3847,0.3221,-0.403,0.2983,0.3445,-0.3817,-0.3815
0.0,0.022,0.03,-0.0078,0.0153,0.0,-0.0061,0.0
-0.5032,-0.3544,0.3141,-0.3799,-0.3708,0.2655,-0.3654,0.3427
-0.506,0.4036,0.3456,0.4105,-0.4538,-0.4655,-0.443,0.4076
-0.5047,-0.4188,-0.4186,0.3742,0.3779,-0.4408,-0.4895,-0.4346
0.0,0.0509,0.0468,0.068,0.0,0.0552,0.0508,-0.0104
0.0,-0.11,0.1583,0.1441,-0.1257,0.2233,-0.0946,-0.1099
0.0,0.0749,-0.0085,0.0566,0.0637,-0.0389,0.0608,-0.0329
-0.4941,-0.4481,-0.4847,-0.4234,0.3906,-0.4398,0.4003,0.3892
0.0,0.1607,-0.0343,-0.079,0.0931,0.0787,0.0809,-0.0631
0.0,0.0375,0.0498,0.0289,-0.0122,-0.0193,0.0498,-0.0106
0.0,0.105,0.1392,-0.0776,0.1818,0.1183,-0.06,0.1227
0.0,0.2192,0.2412,-0.1738,0.1949,0.1937,0.2328,0.2154
0.0,0.0608,0.0606,-0.0471,0.0,-0.0289,-0.0331,0.0846
0.0,-0.0356,0.1063,-0.0394,0.0862,-0.0315,0.0814,-0.0466
-0.4945,-0.4946,0.4417,0.4537,-0.4819,-0.5077,0.4539,-0.4825
-0.4944,0.3661,-0.4706,-0.401,0.3714,0.3709,0.3798,-0.4331
-0.4963,-0.4409,0.4309,-0.4484,0.4342,-0.464,-0.5024,-0.4611
0.0,0.1389,0.1231,0.1837,-0.1039,0.1625,0.1669,0.1375
-0.4883,-0.3664,0.2993,0.3332,-0.4238,-0.3932,0.3312,0.3225
0.0,0.1208,-0.0461,-0.0912,0.1468,-0.0476,0.1333,-0.0903
-0.496,-0.42,-0.4353,-0.4061,-0.4107,0.3635,0.3503,-0.4721
-0.4939,0.3751,0.3788,-0.4308,-0.4412,-0.4336,-0.4375,-0.4708
0.0,0.0846,0.0825,0.0787,0.0812,0.0892,0.079,-0.0228
0.0,-0.0487,0.1363,-0.0591,0.1037,0.0933,0.1222,-0.0634
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0139,0.0138,0.0283,0.0,0.0,0.0129,0.0283
0.0,0.0982,-0.0234,-0.0328,0.1218,-0.0572,0.0675,0.0783
0.0,0.1715,0.1493,0.2194,0.1703,-0.1089,-0.1058,-0.1191
0.0,0.1259,0.1981,-0.0901,-0.0958,-0.0789,-0.0907,0.1436
-0.5053,-0.3719,0.3353,0.3724,-0.3981,0.3032,-0.4171,-0.3995
-0.496,-0.3838,-0.3743,0.2471,0.3452,-0.3688,-0.3559,-0.3627
-0.4981,-0.4247,-0.4551,-0.4291,-0.4352,0.3352,0.3954,-0.4182
0.0,-0.074,0.0893,0.1345,-0.0666,0.1424,-0.0662,0.0799
-0.4924,-0.463,0.403,-0.4312,-0.4404,-0.4548,0.4004,-0.4959
-0.4942,0.3142,-0.4015,-0.4378,-0.3622,-0.37,0.3509,0.3516
-0.4985,0.4532,-0.5072,-0.4928,0.4356,-0.4731,0.4358,-0.4783
0.0,-0.0649,0.1289,-0.0674,-0.1096,0.1306,0.1289,0.1869
-0.4921,0.3291,-0.3957,-0.4175,0.3459,-0.4204,0.3359,-0.3877
-0.5021,0.3092,0.3781,-0.4353,-0.3902,-0.4487,-0.3845,0.3688
