f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,protected
0.0,0.0329,0.0137,-0.0579,0.0189,0.0284,-0.0747,-0.0442,-0.0497,0.031,0.0138
0.0,-0.1062,0.0569,-0.122,0.0803,-0.1057,-0.1343,-0.1205,-0.1257,0.033,-0.1154
0.0,-0.208,0.1656,-0.1921,-0.1916,-0.1991,0.1685,-0.2299,0.1415,-0.1969,0.1723
0.0,0.0923,-0.212,-0.1695,-0.1535,0.1223,-0.1368,0.1021,-0.1392,0.1138,-0.1531
0.0,0.072,0.0836,-0.1631,-0.1114,0.0922,0.0836,-0.132,-0.0978,-0.1413,-0.1088
0.5033,-0.2657,0.3919,0.3801,0.3851,0.3923,-0.3535,0.379,0.3741,0.3873,0.3794
0.0,0.0502,0.0327,-0.0744,-0.0825,-0.1191,0.0308,0.0499,-0.0816,-0.0743,-0.0986
0.0,0.1846,0.208,-0.2302,0.2041,-0.2333,0.2009,-0.2422,-0.2209,-0.2418,-0.2113
0.0,0.0545,-0.0655,-0.0648,-0.0745,-0.0807,0.0439,0.0372,0.004,-0.0738,0.0227
0.0,-0.0174,-0.0237,0.0,-0.0192,0.0061,0.0,-0.022,0.0029,-0.0166,-0.0182
0.5061,0.4107,0.4023,0.4785,-0.3792,0.3961,0.4367,0.4126,-0.3569,-0.3628,0.4
0.0,-0.1292,0.0689,0.0814,0.0862,0.0999,-0.1045,0.0847,-0.1724,0.0592,-0.1119
0.0,-0.133,0.0825,0.0654,-0.158,0.0701,0.0869,0.0808,-0.1037,-0.1275,0.0706
0.5031,0.3974,-0.3699,0.4103,0.409,0.3912,-0.3869,0.4968,0.3994,0.4012,-0.399
0.0,0.0,0.0182,-0.0285,-0.0358,-0.0267,-0.0447,0.0125,-0.0284,-0.0324,-0.0429
0.0,-0.1042,-0.139,0.0904,0.0742,0.04,-0.1245,-0.1313,0.0516,0.0787,-0.102
0.4982,0.4209,0.4556,0.4353,0.4292,-0.4091,-0.3799,0.4354,-0.3917,0.4869,0.4172
0.4997,0.4148,0.4168,-0.3666,0.469,0.4366,-0.382,0.4481,0.429,0.4345,-0.3898
0.0,0.0929,0.0561,-0.1639,-0.1282,-0.1481,-0.1069,0.0906,0.0834,0.0957,0.0901
0.0,0.0978,0.0896,-0.1413,-0.1279,-0.1534,0.0806,-0.1575,0.074,-0.128,-0.1411
0.0,0.0651,-0.0977,0.0642,0.0521,0.0651,0.0356,-0.1122,0.043,-0.1201,-0.079
0.5025,-0.4355,0.4838,0.4463,0.4473,-0.4364,0.4594,-0.4321,-0.4286,0.4608,0.4975
0.0,0.0016,-0.0294,-0.0303,0.0115,0.0165,0.0021,-0.0215,0.0053,-0.0208,-0.0363
0.0,-0.0012,0.0,0.0005,0.0,0.0,-0.0021,0.0,-0.0021,-0.0021,-0.0021
0.0,0.1071,-0.1234,0.1041,0.065,0.1067,-0.1438,-0.1285,-0.1908,0.088,-0.1264
0.0,-0.1488,0.043,0.0839,-0.1333,-0.1358,0.1108,-0.1261,-0.1561,0.111,-0.1423
0.0,0.0225,-0.0335,0.0,0.0028,0.0198,0.0194,0.0236,-0.0331,-0.0485,-0.0255
0.0,-0.1362,0.035,0.106,-0.1289,-0.1161,-0.1576,-0.1627,-0.1335,-0.1213,0.111
0.0,-0.1003,0.0305,-0.0911,-0.0589,0.0436,-0.0775,0.0503,0.053,-0.0878,0.0585
0.0,0.0454,-0.086,-0.0775,-0.0879,-0.13,-0.0838,0.0274,-0.0813,-0.074,-0.076
0.0,0.0274,-0.064,-0.0872,-0.058,-0.075,0.0262,0.0273,0.0347,-0.0548,-0.0498
0.0,-0.1478,-0.1975,-0.1505,0.0949,-0.1384,-0.1341,0.1209,-0.1497,-0.1452,0.0807
0.0,0.1056,-0.2047,0.1245,0.1051,-0.1527,-0.1526,0.0896,-0.1601,-0.1503,-0.1598
0.0,-0.0113,0.004,0.0,0.0,-0.0099,-0.0069,-0.0135,-0.007,-0.0111,0.0018
0.4962,-0.4206,0.477,0.4833,0.4619,0.4889,0.457,-0.4403,0.4623,0.4729,0.487
0.0,0.0111,-0.0517,0.0011,-0.0622,0.0283,0.0388,-0.0526,0.0236,-0.0532,-0.0435
0.5002,-0.4137,0.4537,0.4394,-0.3986,0.4344,0.4324,0.4334,-0.4091,0.4891,-0.3922
0.4962,-0.4043,0.4178,0.4111,-0.3665,0.4422,0.4276,0.4201,-0.3847,-0.3698,0.4744
0.0,0.0605,0.0526,-0.0811,0.0532,0.0626,-0.1014,-0.0801,-0.0895,0.0533,0.0007
0.4974,0.4122,-0.3505,0.3823,0.427,0.3766,0.368,-0.3339,-0.3534,-0.3275,0.3939
0.0,-0.0526,-0.0661,-0.066,-0.0595,0.022,0.0179,-0.0847,0.0264,0.0275,-0.0547
0.5011,-0.3811,0.4253,-0.3169,0.4251,0.44,0.4239,0.417,0.3982,-0.3973,-0.395
0.0,-0.0341,0.0107,0.0075,-0.0258,-0.0238,-0.0333,-0.0232,0.0078,0.0,-0.0239
0.0,-0.0579,-0.0502,-0.0541,-0.0725,-0.061,0.0298,0.0101,-0.0511,-0.0459,0.0189
0.4958,0.4133,0.4359,0.4398,-0.3539,0.4049,-0.3481,-0.3745,-0.3716,-0.3816,0.3909
0.0,0.0092,0.0132,-0.046,0.0103,0.0054,0.015,-0.0282,-0.0252,0.0121,0.0187
0.0,0.1132,0.1135,-0.1407,-0.1246,-0.2013,-0.1211,0.0953,-0.1444,0.0807,0.1085
0.0,0.0882,0.0731,-0.1165,0.0864,0.0664,0.0298,0.0793,-0.1182,-0.1475,-0.0877
0.5054,0.3953,0.3465,-0.3451,0.356,-0.3127,-0.3337,0.3806,0.4096,-0.3362,-0.336
0.0,-0.055,-0.0692,-0.0426,0.0167,-0.0855,-0.0477,-0.0492,0.0276,0.0276,0.0297
0.0,-0.0949,-0.0794,-0.0916,0.061,-0.0692,-0.0729,0.0424,0.0613,-0.086,-0.1208
0.4905,-0.409,-0.4073,0.432,0.4509,-0.4155,-0.4149,-0.4003,0.4512,-0.4138,0.4994
0.5011,-0.3588,-0.3664,-0.3816,-0.359,0.3917,0.4732,-0.367,0.3921,0.4063,0.4032
0.5051,0.4669,0.4344,-0.3991,-0.392,0.4901,-0.4044,0.421,0.4243,-0.4063,0.4262
0.0,0.0274,-0.0807,-0.0886,0.0533,0.0141,0.0517,-0.071,0.0445,-0.0915,-0.0588
0.0,0.029,-0.0406,0.0269,0.02,-0.042,-0.0339,0.0037,0.0057,-0.0577,-0.0309
0.0,-0.1071,-0.075,0.0828,0.0697,0.0255,-0.0965,-0.1128,-0.0864,-0.1006,-0.1222
0.0,-0.1032,0.0137,-0.0786,-0.0988,-0.0778,-0.0906,0.0605,0.0379,0.0574,0.0689
0.4963,-0.4099,-0.3866,0.4047,0.4336,0.414,0.4518,0.4186,0.4373,0.4402,-0.3318
0.0,-0.0668,0.0,-0.0579,-0.0605,0.0469,-0.0618,-0.0606,-0.0543,-0.0869,-0.0696
0.0,-0.1634,-0.1285,0.0559,-0.1074,-0.1204,0.0702,-0.1228,-0.1296,0.0757,0.1061
0.0,0.0105,-0.1072,0.0408,-0.0684,0.0528,0.04,-0.0736,0.0422,-0.0598,0.0539
0.5054,0.4414,-0.4225,0.4264,0.4618,-0.4075,0.4648,0.4289,0.4831,-0.3861,-0.4231
0.0,-0.0184,0.0029,0.0091,0.0026,-0.0184,0.0076,-0.0216,0.0032,-0.0201,-0.0258
0.0,-0.1097,0.0499,0.0626,-0.1143,-0.1172,0.0874,0.0792,0.0521,-0.12,0.0409
0.0,-0.1235,-0.1177,-0.1172,0.1032,0.1057,0.1037,0.0987,-0.1345,0.1106,-0.2267
0.0,0.0434,0.0495,0.0438,-0.074,-0.1024,-0.0564,-0.0679,0.0514,-0.0904,0.0288
0.0,0.0515,0.0411,0.0319,0.0574,0.0529,-0.0806,0.0519,-0.1306,0.056,0.0585
0.0,-0.1004,-0.1441,-0.0987,0.0437,-0.1231,-0.1127,0.0463,-0.121,0.079,-0.1114
0.0,-0.1161,0.0417,-0.1148,-0.0982,-0.1176,-0.1244,-0.1024,-0.147,0.0724,-0.0961
0.0,0.0125,-0.0544,0.0213,-0.058,-0.0586,-0.0667,-0.0431,0.0267,0.0101,0.0306
0.0,-0.1595,0.1081,0.1155,0.1482,-0.1592,-0.1588,-0.228,-0.182,0.1312,-0.1626
