protected,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,accuracy,c
-0.2123,0.1082,0.2391,0.2521,0.2344,-0.2282,0.243,0.237,0.2437,-0.2232,-0.2331,0.5486,10
0.2255,0.3203,0.2331,0.2321,0.238,0.2341,0.2334,0.2284,-0.1794,0.2414,-0.2052,0.5576,10
-0.1881,0.2432,-0.1616,0.2319,0.2037,0.2155,-0.1926,-0.1684,-0.1639,0.2106,0.2278,0.5566,10
-0.0953,0.0348,-0.1018,0.1319,-0.0722,-0.0579,0.134,-0.0827,-0.1004,-0.0763,-0.0561,0.5602,10
0.2459,0.1911,-0.2422,0.2445,0.2489,0.2505,0.2457,0.2473,0.2435,-0.2401,0.245,0.54,10
0.1628,0.0037,-0.1461,-0.0642,-0.1287,-0.1002,-0.1249,-0.144,-0.1049,-0.1435,-0.147,0.5547,10
-0.1413,0.4317,0.2067,0.2139,0.2256,-0.1719,-0.1671,0.2079,0.1778,-0.1678,0.2009,0.5482,10
0.1315,0.1551,0.1132,0.1204,0.1197,-0.0698,0.1357,-0.0922,0.141,-0.0755,-0.0429,0.5517,10
0.2424,0.2716,-0.1856,0.2084,-0.1745,0.2145,0.2108,-0.1669,-0.1839,-0.1731,0.2073,0.5532,10
-0.106,0.4402,0.1253,-0.1012,0.1101,-0.0887,0.1111,-0.103,-0.1065,0.2142,0.1162,0.5607,10
-0.1102,0.0934,-0.1236,0.1453,-0.1161,0.1792,0.1617,-0.0686,-0.1195,0.1415,-0.0907,0.5504,10
0.2242,0.3763,-0.1872,0.2365,-0.1848,-0.1837,0.2277,0.2293,0.2181,0.2294,0.2018,0.5518,10
-0.0725,0.095,-0.0737,0.1417,-0.0664,-0.105,-0.0765,0.155,-0.064,-0.0946,0.1195,0.5479,10
0.1223,0.3688,0.1249,-0.074,-0.0899,-0.0646,0.1158,-0.0742,-0.0938,-0.096,0.1758,0.5546,10
-0.1684,0.1663,0.2363,0.235,-0.1641,-0.1665,-0.1626,0.1818,-0.1721,0.1786,-0.174,0.5521,10
-0.0744,0.2403,0.0886,0.1249,0.0829,-0.0479,-0.0674,0.0896,-0.0451,-0.0242,-0.0479,0.5545,10
-0.0587,0.3713,-0.0669,-0.0305,-0.0409,0.1125,0.1076,0.085,0.0921,-0.065,0.1125,0.556,10
-0.0879,0.4841,0.1441,0.1382,0.1143,-0.0501,0.1057,0.1079,0.1285,-0.0772,-0.0903,0.553,10
0.1398,0.3469,0.2006,-0.1336,0.1595,0.189,-0.098,0.1575,-0.122,-0.1114,0.1535,0.5463,10
-0.0966,0.0,-0.1025,-0.1155,0.1402,0.1214,-0.1103,-0.1081,-0.1081,-0.1127,0.1246,0.5541,10
0.185,0.0398,-0.1603,-0.1565,0.1738,-0.1425,0.1982,-0.1549,-0.1559,0.1767,-0.1041,0.5468,10
0.2167,0.2403,0.2228,0.1778,-0.1666,0.195,0.1761,-0.1522,-0.1549,0.1746,-0.1349,0.548,10
-0.1108,0.1412,0.1663,-0.1358,-0.1275,-0.134,0.2022,-0.0948,0.1778,-0.1193,0.1399,0.5551,10
0.1542,0.0874,0.1425,-0.0997,0.1492,-0.0598,-0.0801,-0.126,0.1485,-0.1179,0.1502,0.5461,10
0.2144,0.3382,0.2423,0.2211,-0.2041,0.2166,0.2267,0.2248,-0.1962,-0.1746,0.2403,0.5577,10
0.1858,0.3883,0.1851,0.1612,0.1449,-0.1341,0.1814,0.1843,-0.1265,-0.1109,-0.1181,0.5534,10
0.1858,0.3791,0.164,-0.1009,0.1854,-0.1431,-0.1124,0.189,0.1672,-0.1172,-0.1439,0.559,10
0.2062,0.394,0.2425,-0.1402,0.1982,-0.1694,0.1928,0.1796,-0.1754,0.17,0.203,0.5506,10
-0.1091,0.0618,-0.1432,-0.1372,-0.1172,0.1644,-0.1392,0.1546,0.1904,0.1858,-0.1209,0.5534,10
0.2374,0.2871,0.219,-0.1843,0.2249,0.2249,-0.1964,0.2136,0.2269,0.2499,0.2202,0.5494,10
0.2564,0.0087,-0.2536,0.2457,-0.2491,-0.2547,0.2525,0.2549,0.2484,0.252,0.2569,0.5422,10
-0.113,0.4503,0.16,0.1693,-0.1363,0.1666,-0.1218,0.208,0.1685,-0.135,-0.1199,0.5558,10
0.2066,0.3099,0.2202,-0.1703,0.2075,0.2333,-0.187,-0.1795,0.2465,-0.1816,-0.1809,0.5502,10
0.2048,0.2682,0.1828,-0.1422,0.1587,-0.1336,0.169,-0.1211,0.2041,0.1716,-0.1242,0.5604,10
-0.1956,0.0002,-0.2049,0.2196,-0.2013,0.2035,-0.1947,0.2043,-0.2064,-0.1975,-0.1961,0.5508,10
-0.0877,0.2266,-0.0902,0.1905,0.1403,-0.0985,-0.1137,0.1171,-0.0771,0.1457,-0.0926,0.5438,10
0.0602,0.4207,-0.0313,-0.0149,0.1059,0.0589,0.0738,0.07,-0.0476,0.07,-0.0427,0.543,10
-0.1495,0.1441,-0.1373,0.1722,-0.1427,0.2473,0.1796,0.178,-0.1455,-0.1714,0.173,0.5521,10
0.1466,0.2353,-0.1011,0.1798,0.1843,0.1934,-0.1316,-0.1331,-0.1229,-0.1262,-0.0956,0.5518,10
0.2529,0.006,-0.2317,-0.2233,-0.2284,-0.2354,0.2359,0.2429,0.2381,-0.2314,0.2399,0.5399,10
0.144,0.2464,-0.1104,-0.0312,0.1311,0.1399,-0.0909,0.14,0.1457,-0.1039,0.1209,0.5407,10
0.2288,0.0402,0.2308,0.2299,-0.2097,0.2355,-0.2251,0.2315,-0.2232,-0.2026,0.2512,0.5522,10
-0.1542,0.1508,0.1732,-0.1412,0.1776,-0.145,-0.1593,0.2111,-0.151,0.1896,-0.089,0.5508,10
-0.2155,0.0618,0.2206,0.2344,0.2462,0.2275,0.2207,-0.211,-0.1969,0.2215,-0.2111,0.5549,10
-0.2063,0.1762,0.2322,0.2324,0.2493,-0.2183,0.2209,0.2443,0.2343,-0.1921,-0.221,0.5576,10
0.1749,0.2569,0.1913,-0.1529,-0.1496,-0.1514,-0.1431,0.2518,-0.146,0.1746,0.1659,0.5496,10
0.2136,0.0078,-0.1861,0.1903,0.2238,0.2017,-0.1853,-0.1796,-0.1836,-0.1833,-0.1913,0.547,10
0.2493,0.1232,-0.2112,0.2152,0.2507,0.2186,0.2233,0.2381,-0.195,-0.195,-0.2053,0.5523,10
-0.1384,0.345,0.2025,0.1761,0.1556,0.1958,-0.1465,-0.1438,-0.1247,0.1795,-0.1064,0.5464,10
