protected,f0,f1,f2,f3,f4,accuracy,c
0.254,0.0,0.2534,0.2522,0.2551,0.2497,0.6031,5
-0.1263,0.0,0.1861,0.1884,0.1896,-0.1255,0.5957,5
0.165,0.0947,-0.152,0.1985,-0.1366,-0.0761,0.6022,5
-0.2311,0.0133,-0.2312,-0.2322,0.254,0.251,0.5893,5
0.2532,0.0298,0.256,0.2509,0.2468,0.2509,0.5994,5
0.2218,0.1259,-0.2204,-0.1927,0.2498,0.2518,0.5965,5
0.2493,0.1888,0.2355,0.2517,0.25,-0.2157,0.6024,5
0.2521,0.0,0.2217,0.2207,-0.1793,-0.1876,0.598,5
-0.2436,0.0155,0.2517,0.2464,-0.2311,0.2555,0.6055,5
0.25,0.0,-0.2534,0.2501,0.2485,0.2494,0.6028,5
-0.2429,0.0481,0.2458,0.2399,0.243,0.2434,0.5999,5
0.2307,0.0,-0.2194,-0.2169,-0.2148,0.2493,0.6,5
0.2553,0.0,-0.2372,-0.2356,0.2531,-0.2357,0.6,5
0.2519,0.0,0.2452,0.2501,0.2502,0.2535,0.6038,5
0.2175,0.0339,-0.2006,-0.1748,-0.1686,0.2371,0.6077,5
0.2482,0.0,0.2488,-0.2526,0.2496,-0.2529,0.598,5
-0.2166,0.2257,0.237,0.2531,0.2515,0.2476,0.5995,5
0.251,0.0325,-0.2535,0.2571,0.2484,-0.2521,0.6065,5
0.2453,0.1238,0.2474,0.2484,-0.2315,-0.2233,0.5938,5
0.2487,0.0464,-0.2516,-0.2484,-0.2527,0.251,0.597,5
0.2468,0.0151,0.245,-0.2555,0.2456,-0.2456,0.6094,5
0.1632,0.1426,0.1664,-0.0603,0.1878,-0.1361,0.603,5
0.2537,0.0,-0.2465,0.2474,-0.2487,-0.2537,0.6004,5
0.243,0.09,-0.2021,0.2459,-0.2009,-0.2221,0.5973,5
0.2532,0.0449,0.242,0.254,0.2534,-0.2491,0.5956,5
-0.204,0.0765,0.2315,-0.2053,0.2501,0.2276,0.5959,5
0.1978,0.0775,0.2508,-0.1881,-0.1399,-0.1857,0.5995,5
-0.251,0.0,-0.2484,-0.2517,0.2528,0.2568,0.6035,5
0.2488,0.0303,0.2491,0.2261,-0.2106,-0.1988,0.6011,5
0.2489,0.065,0.2548,0.2495,0.2443,0.2519,0.6019,5
-0.1216,0.0759,-0.1468,-0.1837,0.2076,0.216,0.6072,5
0.249,0.2862,0.2495,0.2135,0.2063,-0.1868,0.5965,5
-0.2232,0.0141,0.2563,-0.216,0.2331,-0.2219,0.6022,5
0.247,0.0,0.2494,0.249,0.2463,0.252,0.5958,5
0.249,0.0,0.247,0.2565,0.2476,0.2466,0.596,5
-0.1249,0.0927,0.1531,0.2176,-0.1237,-0.0945,0.5995,5
-0.1876,0.2764,-0.1853,0.1877,0.2454,0.2506,0.6055,5
0.2579,0.0756,-0.222,0.259,0.2367,0.2588,0.6079,5
0.2518,0.353,0.2489,0.2328,0.2178,-0.2041,0.6014,5
0.2476,0.067,0.247,0.2199,-0.219,-0.1863,0.6001,5
0.2518,0.0152,0.2526,0.2569,0.2514,0.2522,0.6004,5
-0.1614,0.125,-0.1565,-0.133,0.2564,0.178,0.6072,5
-0.1589,0.2494,-0.1525,0.2186,0.2458,0.1881,0.5972,5
0.2565,0.0,-0.1961,-0.2041,0.2333,-0.2234,0.599,5
0.2512,0.237,0.2477,-0.1922,0.2037,-0.1941,0.5999,5
-0.1882,0.0,-0.1556,0.2031,-0.153,0.2204,0.5945,5
-0.2178,0.0475,0.2432,-0.2043,0.2458,-0.2177,0.5967,5
0.2498,0.2342,0.2589,0.2378,0.2561,-0.218,0.6024,5
0.2516,0.3075,0.188,0.2516,0.1892,-0.1855,0.6029,5
0.2514,0.189,-0.1891,0.2283,-0.1886,0.2378,0.6079,5
