protected,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,accuracy,c
-0.1452,-0.1456,0.0444,0.0706,-0.1328,-0.0777,0.0121,0.0343,0.051,-0.2634,0.0463,0.4988,10
-0.1323,-0.1815,-0.1288,0.11,0.0844,-0.2466,-0.1457,0.0661,0.0635,0.0883,-0.2556,0.5019,10
-0.026,-0.0409,0.0944,-0.0325,-0.1435,0.0106,0.0043,-0.0659,0.0091,0.0207,-0.0997,0.5051,10
-0.0228,-0.03,0.1312,0.1126,0.0928,0.1612,-0.0324,-0.0789,0.1017,0.1674,0.1398,0.5023,10
-0.1299,-0.1192,-0.1283,0.1766,0.2007,0.2846,-0.0983,0.2724,0.2001,-0.1172,0.1694,0.5001,10
0.011,-0.1666,-0.1774,-0.1494,-0.1231,-0.1903,-0.1982,0.0972,-0.15,-0.1732,0.0685,0.5037,10
0.1577,0.2517,0.1551,0.1525,0.2058,0.188,-0.0347,0.1824,0.1797,-0.1246,-0.1051,0.4941,10
0.0943,-0.1224,-0.1768,-0.1364,-0.1467,0.0419,-0.1548,0.0659,0.0722,0.0965,-0.2985,0.5011,10
-0.1394,0.0934,-0.1212,-0.1704,0.1072,-0.2202,-0.1611,-0.2377,0.0823,0.0524,0.1071,0.5058,10
-0.0925,0.0364,-0.1169,0.0278,-0.1241,-0.1156,0.042,0.0479,0.0035,-0.0506,-0.0681,0.5013,10
-0.1152,-0.1211,-0.0785,-0.0697,-0.0667,0.0095,0.04,-0.151,0.0534,0.0719,0.0262,0.5059,10
-0.1059,-0.0811,0.0237,-0.0664,-0.1397,-0.0614,0.02,0.0005,-0.1575,-0.078,0.0167,0.501,10
0.3087,0.2594,-0.2022,0.271,0.2604,-0.2286,-0.2501,-0.2136,0.3958,0.3851,0.3054,0.4969,10
0.0706,-0.1465,-0.1972,-0.2131,-0.2147,-0.2065,-0.212,0.0703,-0.2006,0.1303,0.1266,0.4961,10
0.237,-0.0734,0.0974,0.1135,-0.064,-0.0974,0.1528,-0.045,-0.0255,0.2182,0.1325,0.5001,10
0.2243,0.2564,0.237,0.1797,0.2193,-0.1422,-0.0908,0.1636,-0.0837,0.1754,0.1688,0.4976,10
0.1088,-0.0118,0.1024,-0.0524,-0.0579,0.1884,0.2186,-0.0661,-0.0514,-0.0503,0.166,0.4948,10
0.0626,0.0582,0.0715,0.0804,-0.0129,-0.0113,0.0254,-0.0107,-0.0559,0.0548,-0.1352,0.4916,10
0.0451,-0.0556,-0.0684,-0.0316,-0.09,-0.0582,0.0113,0.0163,0.0311,-0.0379,-0.0708,0.499,10
-0.3112,0.0791,0.1039,-0.1292,-0.2035,-0.2177,-0.1247,0.1076,0.1031,0.1016,0.1044,0.5003,10
-0.1361,0.188,0.2165,0.1769,0.1952,0.1674,-0.1322,0.1965,0.1887,-0.0931,0.1881,0.4957,10
0.0413,0.0296,0.0094,-0.0861,-0.0668,0.02,-0.1789,0.0154,-0.0842,0.0141,-0.1253,0.5,10
0.0859,-0.1872,-0.1705,-0.2449,0.1029,-0.1587,-0.1922,-0.1933,0.0499,0.0568,-0.157,0.4966,10
0.1204,-0.0091,0.1951,0.0496,0.0903,-0.0044,0.1171,-0.018,-0.0156,0.0533,-0.0035,0.4896,10
-0.0882,0.2582,-0.0959,0.1775,0.1697,-0.1016,0.1568,0.231,0.1615,0.2169,0.2819,0.4929,10
0.0656,-0.0701,-0.0129,-0.0384,0.0897,0.1043,-0.0394,0.1228,0.0871,-0.0085,0.0821,0.4988,10
-0.0958,0.0463,-0.0959,-0.2667,-0.0836,0.0017,-0.0792,0.0696,0.0476,0.0675,-0.1117,0.5008,10
-0.2946,-0.1549,-0.1996,-0.1627,-0.1448,-0.2265,-0.15,0.0847,0.0736,-0.1859,0.0835,0.5038,10
0.1938,-0.2247,-0.2957,-0.2157,-0.231,-0.2536,0.1799,-0.2293,0.1775,0.2139,-0.274,0.5017,10
-0.1092,-0.0674,-0.115,0.0596,0.0095,0.0519,-0.117,-0.0752,0.0625,0.0587,-0.1724,0.4945,10
-0.0053,0.0404,-0.0064,-0.055,0.0152,0.0615,0.0443,-0.1743,0.0397,0.0611,-0.0035,0.5044,10
0.0169,0.0011,-0.0934,-0.1248,-0.2024,0.02,-0.0948,0.057,-0.1642,0.0306,0.0221,0.499,10
0.1703,-0.0164,-0.0504,-0.0252,0.0319,0.1385,0.0474,0.0438,-0.0182,-0.0158,0.0318,0.4999,10
0.1076,-0.0232,0.0841,-0.0038,-0.0547,0.1422,0.1491,-0.0537,-0.038,0.0782,0.1793,0.4953,10
0.1058,0.0964,0.0748,0.0696,-0.0036,0.1287,-0.0122,-0.0243,-0.0444,0.1225,0.1997,0.5047,10
0.0037,-0.0093,-0.0302,0.0523,-0.0042,0.0341,-0.1899,0.056,0.0079,-0.0673,0.0268,0.5051,10
-0.1008,-0.0665,0.0657,-0.1261,0.0069,0.0186,-0.1151,0.0673,-0.0739,-0.1031,0.0025,0.5129,10
-0.1535,-0.1225,0.081,-0.1098,-0.1353,-0.1825,-0.1598,0.0806,0.0106,-0.1872,-0.118,0.5052,10
-0.1764,-0.4256,-0.1953,-0.1803,0.116,0.1624,-0.1675,0.1167,-0.181,-0.2079,0.1544,0.497,10
-0.0804,-0.0525,-0.0509,-0.0425,0.1218,0.1628,-0.0015,0.2007,0.1335,0.1536,-0.0415,0.4935,10
-0.3304,-0.2863,-0.3132,-0.3429,-0.2626,0.2124,0.243,0.2201,-0.2641,-0.362,0.1825,0.5027,10
0.049,-0.0785,-0.0981,0.0032,-0.1183,-0.2729,0.0244,0.0476,0.0635,-0.114,0.0218,0.5064,10
-0.1707,0.2131,0.209,-0.1813,-0.1688,0.2544,-0.1947,0.4434,0.2571,-0.188,0.2218,0.5017,10
0.256,-0.0585,-0.0862,-0.0811,0.1636,0.1563,-0.0826,0.1856,0.1654,-0.0863,0.1675,0.5016,10
-0.249,0.1075,-0.1664,0.1008,-0.175,-0.1513,-0.1785,-0.1659,0.0172,0.093,0.0961,0.5021,10
-0.178,0.392,0.2383,-0.1912,0.2134,0.2235,0.2545,0.2537,-0.1737,-0.1646,-0.1851,0.504,10
0.0213,-0.0728,0.0106,-0.1515,0.0032,-0.1004,-0.1214,-0.1134,0.0386,-0.0735,0.0104,0.4916,10
-0.0462,0.0969,0.1444,0.1312,-0.0129,-0.0389,0.0919,0.1078,-0.0724,0.2263,-0.0494,0.491,10
0.0006,-0.0735,-0.1205,0.0,0.0233,0.0132,0.0087,-0.1191,0.0225,-0.0895,-0.0395,0.4924,10
0.1034,-0.1888,0.0711,-0.1573,0.0602,0.0565,0.0927,-0.1709,-0.1571,-0.273,0.0891,0.5006,10
0.1359,0.3075,0.1398,0.1558,0.1492,-0.0707,0.1312,-0.0647,-0.064,0.1666,0.19,0.5058,10
-0.0976,-0.1632,-0.1867,0.0496,-0.2045,0.0191,-0.1021,0.0809,0.0744,-0.0959,-0.1907,0.5025,10
-0.2479,0.1017,-0.2096,-0.2826,-0.3233,-0.2011,-0.181,-0.2178,0.1256,0.1455,0.1715,0.5035,10
0.0876,-0.0277,-0.0304,-0.0215,0.1141,0.0455,0.1134,-0.012,0.1493,-0.0428,0.0741,0.501,10
0.0629,-0.0027,-0.0353,-0.0251,0.0556,-0.0035,-0.0208,0.1175,0.048,0.1031,0.0617,0.4988,10
0.1939,0.1191,0.0889,-0.0324,0.0926,-0.0625,0.1942,-0.0728,0.1028,-0.069,0.0932,0.5047,10
0.2238,0.2858,0.2246,0.2496,0.2179,-0.1701,-0.206,0.2461,-0.1881,0.2134,-0.1776,0.5049,10
0.0316,-0.0714,-0.0927,-0.0577,-0.0868,0.0018,0.0815,0.0765,0.029,-0.0071,-0.0742,0.4988,10
-0.1438,0.3175,-0.1245,-0.1555,-0.1116,0.3325,-0.1545,0.21,0.1808,0.1851,0.2148,0.4956,10
-0.146,0.312,0.2796,0.2298,0.3513,0.3066,0.2512,0.2284,0.2543,0.2536,-0.2076,0.5022,10
-0.0081,-0.0127,-0.0285,0.0585,0.1589,-0.0311,0.0378,-0.0533,0.0616,-0.0164,0.0645,0.4933,10
0.0521,-0.1041,-0.1222,0.0212,-0.0355,-0.0569,0.0248,0.0,0.0,-0.0901,0.0309,0.5058,10
0.021,-0.0692,0.0551,-0.0848,0.0113,-0.1028,-0.0422,-0.086,-0.0517,-0.0828,0.04,0.4989,10
-0.037,-0.0768,0.0015,-0.0904,0.0018,0.0836,-0.1113,0.0328,-0.1131,-0.0512,0.0302,0.4933,10
0.0591,0.0014,0.0135,-0.2118,0.0226,0.0656,-0.0719,0.0427,-0.0766,-0.1535,-0.0781,0.498,10
-0.1926,0.1188,-0.1546,-0.1996,-0.2872,0.0294,0.1189,0.1133,-0.1913,-0.1341,-0.15,0.501,10
0.139,-0.0334,-0.0542,0.1333,-0.0708,0.1157,-0.0513,0.0941,0.0963,0.0985,-0.0329,0.4982,10
0.1923,-0.0462,-0.0759,0.1645,-0.1104,-0.1201,0.2155,0.2885,0.1565,0.1646,0.1583,0.5017,10
0.0862,-0.1088,0.0849,-0.1129,-0.1967,-0.1148,-0.1104,0.0817,-0.1612,-0.2827,0.0741,0.4992,10
-0.0596,0.0739,-0.0554,0.0753,0.137,-0.0094,0.0894,0.1118,0.1663,0.0974,0.1344,0.4921,10
0.1572,0.2321,-0.1369,0.1595,0.1882,-0.113,-0.0937,0.1355,0.3063,-0.0675,-0.1126,0.4987,10
-0.0406,0.1318,0.0354,0.0168,-0.0579,0.0046,-0.068,-0.0217,0.0265,-0.0169,-0.0997,0.4949,10
-0.1747,0.111,-0.2289,-0.1447,-0.1982,0.1075,-0.1163,0.1178,0.0292,0.048,-0.1412,0.4943,10
-0.1507,0.186,-0.18,0.2344,-0.1562,-0.1814,0.3338,-0.153,0.3044,0.2093,-0.1726,0.4926,10
-0.0525,-0.0437,0.0123,0.0302,0.0007,0.035,0.0051,0.0213,-0.1953,-0.0505,-0.0935,0.4929,10
-0.0106,-0.0019,-0.0636,-0.0602,0.1033,0.1012,-0.0506,0.0794,0.0286,-0.0019,0.0332,0.5029,10
-0.06,0.2409,0.2093,0.1364,-0.0968,-0.0548,0.1099,-0.0491,0.14,0.1723,-0.0488,0.4974,10
0.0908,-0.0569,0.1021,0.2332,0.0858,0.0649,-0.0161,0.0751,0.0649,-0.013,-0.0256,0.5042,10
-0.1148,-0.2824,-0.1418,-0.1428,-0.1203,0.0654,0.0791,-0.2125,0.0819,0.0505,0.0577,0.5018,10
0.1627,0.1423,-0.0491,0.083,0.1179,0.2125,-0.0499,-0.0158,-0.0178,-0.0634,0.0895,0.502,10
-0.2101,-0.1804,0.1409,-0.3059,-0.2491,-0.2014,0.0898,0.1199,-0.1761,-0.2,-0.2107,0.5005,10
-0.0897,0.1715,0.2327,0.1645,-0.1163,0.1301,-0.1229,0.2126,-0.1005,-0.0201,0.1944,0.498,10
-0.2868,0.2423,-0.4726,-0.2582,0.2272,-0.2658,-0.2639,-0.3207,-0.2558,-0.3135,-0.2965,0.4971,10
0.0516,0.1022,-0.1455,-0.1441,-0.1477,-0.2819,-0.2079,0.1119,0.1267,0.1238,-0.1941,0.4948,10
-0.1322,0.2125,0.1779,-0.1346,0.2528,0.2801,-0.134,-0.1274,0.1591,0.261,-0.09,0.4912,10
0.0017,-0.1186,0.0382,0.0684,-0.0526,0.0374,-0.1363,-0.093,-0.0949,0.0255,0.0274,0.4968,10
