protected,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,accuracy,c
-0.1631,0.2055,0.2504,0.278,0.2225,-0.1267,0.2309,0.1666,-0.1598,-0.103,-0.1226,-0.1431,0.1922,0.2673,-0.1383,0.2069,0.5,15
-0.0946,-0.0811,0.17,-0.0598,0.1887,-0.0546,-0.0486,0.1313,0.1406,-0.0385,0.0981,-0.0837,-0.0691,0.1289,0.1422,0.1887,0.496,15
-0.0385,-0.0524,0.0819,0.1535,0.1486,0.0647,-0.0387,-0.0107,-0.0228,0.0907,-0.0433,-0.0376,-0.0007,-0.0476,0.0873,0.0912,0.4962,15
-0.0257,-0.0133,0.0244,0.0624,-0.0209,0.0686,0.0782,-0.0076,0.0492,-0.0054,-0.0494,0.0557,-0.0468,0.1034,-0.0609,-0.021,0.5001,15
0.0432,-0.1569,-0.1375,0.0365,0.0823,-0.1282,-0.1703,-0.2099,-0.1069,-0.1143,0.0397,0.0783,-0.1542,-0.1234,0.0783,0.0617,0.5033,15
0.0973,-0.1875,0.0846,-0.2141,-0.1972,-0.1571,-0.2141,-0.1518,-0.1946,-0.2541,0.1193,0.1355,0.0968,0.0981,-0.1732,0.1347,0.5004,15
0.0636,0.1073,0.0585,0.0503,0.0301,0.0286,-0.0513,-0.0427,-0.0174,-0.0143,0.0325,0.0279,0.0237,-0.0534,0.0851,0.0556,0.509,15
-0.2065,-0.2095,0.1079,-0.2002,0.1085,-0.1776,-0.2591,-0.2668,-0.17,0.1536,-0.2209,-0.1794,-0.2333,-0.2286,-0.181,0.1179,0.4981,15
0.009,0.0606,-0.0666,0.0159,0.0004,0.0293,-0.09,-0.0909,-0.0826,0.0398,0.0109,0.0304,-0.1102,-0.0993,-0.0435,-0.0538,0.4979,15
0.0649,-0.0338,0.0552,0.1132,0.1672,0.0392,0.0472,-0.0135,-0.0137,-0.0273,-0.0016,-0.032,-0.0294,-0.0135,0.0442,0.1124,0.4981,15
0.0477,-0.0395,0.0407,-0.011,0.0549,0.0971,0.0626,-0.011,0.062,-0.0153,0.0189,-0.0399,-0.0522,-0.0621,0.0644,0.0632,0.5033,15
0.0842,0.0661,0.0159,-0.1281,-0.1824,0.0858,-0.2456,0.0628,0.076,0.0387,-0.1097,-0.1002,-0.1038,0.0663,-0.0936,-0.1296,0.4994,15
0.1246,-0.1405,0.1166,0.1262,-0.1798,0.106,0.1062,-0.2077,-0.1742,0.0899,-0.2127,-0.3066,-0.1531,0.081,0.1148,0.1182,0.4987,15
0.2464,0.281,0.2542,0.2936,0.2725,0.2195,-0.1135,0.2654,-0.1719,-0.2009,0.2085,0.2094,-0.1978,-0.1754,0.2138,0.2585,0.4956,15
0.0259,-0.1072,0.0569,0.0547,-0.0857,-0.0676,-0.0794,-0.0745,0.0362,0.0388,-0.1036,0.0697,0.049,-0.1254,0.0532,-0.1061,0.496,15
-0.0799,-0.0979,-0.063,0.0551,-0.0918,-0.1262,0.0196,0.0415,-0.0657,-0.0603,-0.1697,0.0265,0.0313,0.0296,-0.0694,-0.1246,0.5028,15
0.0336,0.0377,0.0418,0.1151,-0.012,-0.071,-0.0259,0.0827,-0.0157,-0.0329,0.0312,-0.0124,0.0231,-0.0781,0.0748,-0.012,0.5051,15
0.1348,0.1668,-0.1149,0.1541,-0.1113,0.1378,0.1968,0.3083,-0.0878,0.1619,-0.1246,0.1424,0.1873,-0.0693,-0.0957,-0.1265,0.5021,15
0.1197,-0.0193,-0.0071,-0.0172,0.0676,-0.0064,0.0557,0.0883,-0.0004,-0.05,0.1398,0.1111,0.0725,0.0702,-0.039,-0.0376,0.5049,15
0.0847,-0.0321,-0.0748,0.0567,-0.0102,0.0054,0.0117,-0.116,0.0178,-0.0814,0.0407,0.02,-0.0314,-0.0063,0.0077,0.0403,0.499,15
0.0447,-0.136,0.0383,0.0937,-0.1494,-0.1977,-0.1336,-0.1384,-0.1643,0.0706,-0.1643,-0.1447,0.0943,-0.2112,-0.141,-0.1178,0.5009,15
-0.0698,0.1499,0.109,0.1324,-0.0633,0.1128,-0.0445,-0.0699,0.179,-0.0011,0.1114,0.1103,0.1894,0.1448,0.1228,0.1726,0.4995,15
0.0706,-0.1337,-0.1049,-0.1457,-0.1598,0.0756,-0.1526,0.0282,0.0623,-0.1606,-0.1286,0.0502,0.0198,0.0762,-0.144,-0.1742,0.4996,15
0.0517,-0.1481,0.0295,-0.0638,-0.1669,-0.0969,-0.0542,0.007,-0.0688,-0.1249,0.0007,0.004,0.02,0.0011,-0.0681,-0.0559,0.502,15
0.0181,0.0458,-0.0597,0.0134,-0.0574,-0.0505,-0.0299,-0.0308,0.0179,-0.0531,-0.0573,0.0549,0.0247,-0.0444,-0.0805,-0.0645,0.5002,15
-0.14,-0.0554,-0.0814,0.0284,-0.0529,0.0217,-0.127,0.015,-0.116,-0.0517,0.0403,0.0367,0.0084,-0.0548,-0.0502,-0.0647,0.5115,15
-0.2705,0.1517,0.1672,-0.3453,-0.199,-0.2092,0.1213,-0.1888,-0.1828,0.1518,-0.1909,0.1388,0.1116,0.1634,-0.2427,-0.1749,0.5015,15
0.1062,0.1053,-0.011,-0.021,0.0443,-0.0324,0.0857,-0.0368,0.0298,-0.015,-0.0183,-0.0246,-0.0136,0.0255,0.0521,-0.0077,0.4964,15
0.0007,0.0167,-0.0415,0.0543,-0.1122,0.1033,0.0487,0.0119,-0.0322,-0.0478,-0.0734,0.0063,0.0147,0.0053,-0.0371,0.0278,0.5054,15
0.0734,-0.1352,0.0358,0.0657,-0.111,0.0851,-0.1143,0.0716,-0.1276,-0.1485,-0.2163,-0.2246,0.0882,0.0396,0.0757,0.0805,0.491,15
-0.0324,0.1415,0.0549,0.0573,-0.0098,0.0468,0.0322,-0.0021,0.076,-0.0329,0.0445,0.0624,0.0447,0.0733,-0.038,0.0398,0.4993,15
0.2221,0.2486,0.2045,-0.133,0.2279,-0.1289,0.2103,-0.1323,-0.0925,-0.1009,-0.1322,-0.1394,0.1523,-0.0844,0.1974,-0.1222,0.4991,15
0.0458,-0.1194,-0.1316,-0.1659,0.0601,-0.181,0.0151,0.0568,0.0566,-0.1087,0.0655,-0.0813,-0.1828,-0.0786,0.0479,-0.0913,0.5005,15
-0.2909,0.185,0.1753,-0.2451,-0.2479,0.1945,-0.227,-0.2313,-0.2449,0.1806,-0.2843,0.1332,-0.223,0.1771,-0.2065,-0.245,0.5056,15
0.1088,0.0474,0.0919,0.041,0.0475,-0.0248,-0.0261,-0.0423,-0.0658,-0.0077,-0.0022,0.0336,0.0977,-0.0068,0.0285,-0.0253,0.5012,15
0.0191,0.037,0.0343,-0.0262,0.0261,-0.0045,0.0504,0.0186,-0.0117,0.0093,-0.014,-0.0017,-0.1813,0.0226,0.0122,0.0488,0.5005,15
0.2733,0.1867,-0.096,-0.1281,0.1655,0.1567,0.184,-0.1153,0.2082,0.2546,0.1472,-0.1166,0.1568,-0.1268,-0.0775,-0.113,0.5009,15
0.2191,-0.1376,0.2499,0.237,-0.1567,0.2288,0.2304,-0.0907,0.2688,0.2115,-0.1857,0.2091,0.2065,0.2631,0.1992,-0.1691,0.4983,15
0.159,0.1031,-0.0903,0.2219,-0.0705,0.1302,0.1436,-0.0806,0.114,0.1353,-0.0802,0.1402,0.1659,-0.0553,-0.0465,0.1103,0.4996,15
0.0673,-0.2169,-0.2123,-0.1442,0.1026,-0.1197,-0.1695,0.0349,0.0842,-0.1442,-0.1373,0.0865,-0.1815,0.0682,0.0999,-0.1339,0.4965,15
0.023,-0.0455,-0.0853,0.0098,0.0061,-0.0909,-0.1502,0.0003,-0.1159,0.0028,0.0162,0.0513,0.0115,0.0032,0.0109,-0.0514,0.5083,15
-0.2866,-0.2741,-0.3645,-0.2336,0.232,0.1738,-0.2365,0.2182,0.2249,-0.3451,0.2064,-0.238,-0.3003,-0.2292,-0.2471,-0.2599,0.5087,15
-0.1797,0.2587,0.3215,0.3045,0.2327,0.2494,0.2567,0.2916,0.2403,0.2442,-0.2103,-0.2077,-0.2234,0.3521,-0.196,-0.1896,0.5064,15
-0.1166,0.0442,-0.0869,0.0239,0.0426,-0.0553,0.0115,-0.0303,-0.0948,0.0153,-0.0352,0.0153,0.009,-0.0912,0.0377,0.0054,0.5078,15
-0.0677,0.1598,-0.0557,-0.0571,-0.0313,0.093,0.183,-0.009,-0.0731,-0.0646,0.139,0.0856,-0.0098,0.1372,0.1147,-0.0404,0.4946,15
-0.0202,-0.0011,0.1479,0.0726,-0.0217,0.0585,-0.0025,-0.0467,0.0952,0.0346,-0.0013,-0.0149,0.052,-0.0044,-0.0196,-0.021,0.4979,15
0.0598,0.0711,0.0838,-0.1988,0.025,-0.1771,-0.1631,0.0289,-0.1194,-0.1304,-0.1253,0.0782,0.0717,-0.1531,-0.1342,-0.1302,0.5021,15
0.2548,0.3334,0.1831,0.2091,-0.1205,-0.115,-0.1569,-0.143,0.1981,-0.1378,0.1603,0.2085,0.1753,-0.1489,0.1778,-0.134,0.4931,15
0.1328,-0.0774,0.1051,0.1224,-0.0646,-0.0701,-0.0823,0.1097,-0.0393,-0.0126,0.143,0.0927,0.182,-0.0493,0.216,0.1185,0.4975,15
0.2332,0.1862,-0.1202,-0.1104,-0.1318,-0.1286,0.1446,0.1903,-0.1104,0.1585,0.1936,0.2909,0.1907,-0.0874,0.1542,0.2251,0.5008,15
-0.2185,-0.1811,-0.259,0.146,-0.1902,-0.192,-0.224,0.1599,0.0913,-0.192,-0.2501,0.0883,-0.2011,0.1254,-0.2101,-0.1875,0.4989,15
0.1152,-0.0682,0.11,0.0981,-0.0435,0.1514,-0.074,-0.0174,0.1934,0.2164,-0.0805,0.1186,-0.0495,-0.0862,0.1251,0.1596,0.4987,15
-0.0747,0.0796,0.1211,0.171,0.1007,-0.0197,0.1993,-0.0159,-0.0439,-0.012,0.0814,-0.0694,0.0815,0.1382,-0.0521,-0.0437,0.5085,15
0.0577,-0.016,0.0559,-0.059,-0.0059,-0.011,0.0797,0.0733,0.0777,-0.037,0.1321,0.0777,-0.0078,-0.0054,-0.0233,-0.0172,0.5026,15
-0.0313,0.126,-0.0937,-0.088,0.175,0.1485,0.1516,-0.0902,0.1548,0.1936,0.126,0.1878,0.1929,0.1215,0.2199,-0.0727,0.4908,15
-0.0705,-0.078,0.2449,0.1155,-0.0593,0.1787,-0.081,0.0849,-0.0709,-0.0376,0.1092,-0.0395,-0.0433,0.1382,-0.0541,-0.058,0.5028,15
-0.0888,0.1898,-0.164,0.2367,-0.1372,-0.1511,0.2202,0.2548,-0.151,-0.1707,0.2018,0.1812,0.2461,0.2001,0.2192,0.2309,0.4938,15
-0.0553,-0.0289,-0.0601,0.1283,0.1025,0.1962,0.0893,0.1167,0.1692,-0.0288,0.1346,-0.0583,0.1235,-0.0749,0.0974,-0.0111,0.4887,15
-0.0017,-0.0782,-0.0182,0.0941,0.1748,-0.0584,-0.0296,0.1092,0.1391,0.1179,0.1446,0.1064,0.0922,0.1464,-0.053,-0.0306,0.4983,15
-0.0833,-0.0979,-0.0709,-0.0437,0.0511,0.0435,-0.0662,-0.1162,-0.0875,-0.0576,-0.0574,0.022,-0.062,0.0149,0.043,-0.0925,0.5011,15
-0.013,-0.0202,0.0915,0.1043,0.0719,0.0559,0.0757,-0.0291,0.0775,-0.0477,-0.0149,0.122,-0.0077,0.1357,-0.0482,0.0815,0.4997,15
0.1825,0.2078,-0.2319,0.1891,-0.2945,-0.269,0.1879,-0.2248,0.196,-0.3139,-0.2905,0.2052,-0.2157,-0.2598,-0.2092,0.1572,0.5051,15
-0.0191,-0.0312,0.1296,-0.0124,-0.0291,0.0306,-0.025,-0.018,0.0279,0.0766,0.0816,-0.0441,-0.0141,-0.0052,0.0653,-0.0279,0.5064,15
0.0485,-0.148,-0.1661,0.1068,-0.1376,-0.1897,-0.1583,-0.1958,-0.1556,0.0464,-0.2075,0.0646,-0.1678,0.1041,0.1157,0.1187,0.5023,15
-0.0165,-0.0092,-0.0026,0.0911,0.0332,-0.003,0.0859,-0.0656,0.0434,0.0798,0.1001,0.0622,0.0447,-0.0192,-0.0409,-0.0262,0.4957,15
0.0276,0.0094,-0.0903,0.0264,-0.1307,0.0236,-0.0478,-0.0917,-0.1557,-0.0716,-0.0661,-0.1135,0.0056,0.0058,0.0051,-0.063,0.5057,15
0.1005,-0.0579,-0.0033,0.126,0.1654,0.1032,0.0787,-0.0031,0.1304,-0.0299,-0.0272,0.0844,-0.0096,-0.0636,-0.0371,0.0929,0.492,15
-0.1337,-0.1338,-0.1093,0.016,0.0559,-0.1046,-0.2126,0.0735,-0.1077,-0.2015,-0.1319,-0.1254,0.0665,0.0405,0.0735,0.0854,0.5019,15
-0.0539,0.1055,0.1451,0.2278,0.1495,-0.0563,0.0918,0.1061,-0.0403,-0.0089,-0.0575,0.1145,-0.0832,-0.0621,0.1236,0.1296,0.4995,15
0.3182,0.1538,-0.0979,0.175,-0.107,0.202,0.1541,-0.1197,-0.1148,-0.0698,-0.1217,-0.1139,0.1906,0.1611,-0.1299,0.1618,0.5023,15
-0.1549,0.1209,-0.1635,0.0818,0.1075,-0.274,-0.1834,-0.1641,-0.1358,0.0966,-0.1356,-0.1979,0.0465,0.1148,0.1273,0.0865,0.5029,15
-0.0531,0.0385,0.0743,0.0003,0.0477,0.011,-0.0565,-0.0658,0.0361,-0.0889,-0.0493,-0.0932,-0.0527,0.0214,0.0144,-0.0636,0.5005,15
-0.2731,0.0941,-0.2061,0.1736,0.1076,-0.2645,-0.2408,-0.2126,-0.2378,0.1606,0.1616,-0.1812,-0.1849,-0.2204,0.1775,0.1592,0.5,15
-0.0517,-0.007,-0.0127,0.0393,0.0576,0.071,-0.0437,0.074,0.0877,-0.0456,0.0281,-0.046,-0.0591,0.0473,-0.0419,-0.0145,0.5042,15
0.1308,-0.0438,-0.0713,-0.0893,-0.071,-0.0929,-0.1079,0.15,0.1484,-0.0504,0.2353,0.1145,0.1438,0.116,0.1216,0.2161,0.499,15
0.0832,-0.0308,0.0882,0.1574,-0.0241,0.0771,-0.0071,-0.01,-0.0353,-0.0344,-0.0199,0.106,-0.0085,-0.0069,0.1045,-0.0213,0.4968,15
0.0322,-0.0667,-0.0777,-0.0949,0.0234,-0.0972,0.0102,0.0501,-0.1057,-0.1526,0.061,0.0685,-0.1338,0.0688,-0.1783,0.012,0.4964,15
0.1099,0.0764,0.1217,-0.1687,-0.1813,0.1438,0.099,-0.167,-0.1795,-0.1538,-0.2287,-0.2533,-0.1987,-0.2062,0.0999,-0.213,0.5018,15
0.1524,0.1924,-0.0731,-0.0582,-0.0246,0.0982,0.1691,0.1243,0.1028,-0.055,-0.0663,-0.0428,-0.0475,-0.0677,0.0987,0.0961,0.5035,15
-0.03,-0.0514,-0.0196,0.0413,-0.0582,-0.0105,0.0124,0.0502,0.0767,-0.069,-0.0695,-0.1048,0.0662,0.0082,0.0136,0.0002,0.5045,15
0.1588,-0.0965,0.2008,-0.1086,0.1952,0.1737,0.1893,-0.0543,0.1595,0.124,0.1983,-0.1013,-0.0454,-0.1178,-0.0851,-0.0875,0.5062,15
0.2247,0.1437,0.2472,-0.0715,0.1925,-0.1265,0.2058,-0.1242,0.1764,-0.102,-0.0951,0.1836,-0.1168,-0.0779,-0.1255,0.168,0.5079,15
-0.1146,0.0717,0.0268,0.0912,0.0661,-0.21,0.0883,0.0336,0.0688,-0.1245,-0.1379,-0.161,-0.1562,0.0978,-0.1727,0.0787,0.4957,15
0.1851,0.1474,-0.141,-0.1444,-0.0584,0.1824,0.2518,0.2431,0.1806,-0.1371,0.1456,-0.1421,-0.1055,0.1833,-0.0853,-0.1324,0.4999,15
-0.1143,0.0175,-0.1046,-0.086,-0.079,-0.0784,-0.0696,-0.0974,-0.0743,-0.0918,0.0575,0.0513,0.0564,-0.0843,0.0359,0.0598,0.5006,15
