f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,protected
0.0,-0.0775,-0.0667,-0.0421,0.0384,0.0361,0.0208,-0.0695,0.0392,0.0141,0.0365
0.5087,-0.4075,0.4163,-0.3851,-0.3742,0.4286,-0.3813,0.4162,0.488,0.4209,0.4331
0.0,0.0172,0.023,-0.0394,-0.063,0.0038,-0.0411,-0.0414,-0.0666,-0.0506,0.0261
0.0,0.0106,-0.0426,-0.0636,-0.031,0.029,-0.0435,0.0306,0.025,-0.0358,0.0017
0.499,-0.4691,-0.48,0.4926,-0.4863,0.5029,0.4949,0.4969,-0.4742,-0.4736,0.4908
0.4921,0.4223,0.4262,0.4499,0.4352,-0.4188,-0.3869,-0.3745,0.4393,0.4215,0.4775
0.0,0.0021,-0.0034,0.0019,0.0,0.0,-0.0051,0.0,-0.0046,0.0003,0.0
0.0,-0.036,-0.0509,0.0161,-0.0349,0.0046,0.004,0.0254,0.0122,-0.0272,0.0281
0.0,0.0674,-0.0912,-0.1345,0.0607,0.0608,0.082,-0.1402,0.0605,0.0742,0.0543
0.0,0.0402,-0.0681,-0.0542,0.0239,0.0281,-0.0507,-0.0541,-0.0621,0.0009,0.04
0.0,-0.0065,0.0033,-0.0065,0.0,-0.0053,-0.0065,-0.0054,0.0009,-0.0051,0.0011
0.0,0.0,-0.0411,-0.0257,0.0051,0.0088,-0.0217,0.0166,-0.03,0.0139,-0.0276
0.0,0.0216,-0.066,0.0405,0.041,0.0422,0.0253,-0.0829,0.0248,-0.0692,0.0228
0.498,0.4686,-0.4252,0.4616,0.4411,-0.4266,0.4545,0.4459,-0.426,0.4797,0.4462
0.0,0.1197,-0.118,0.11,-0.1262,-0.1201,0.0,-0.1265,-0.1277,-0.1265,-0.1242
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0079,0.0267,-0.0467,0.0133,-0.046,-0.0685,0.0272,0.0235,-0.0379,-0.0549
0.5074,0.4413,0.4457,0.4597,-0.3533,0.4445,-0.4189,-0.4171,0.4476,0.4255,-0.4221
0.0,0.0135,0.0143,0.0,0.0171,-0.0436,-0.0297,-0.0303,0.0082,-0.0383,-0.03
0.0,-0.0233,0.003,0.0024,0.0068,-0.0202,0.01,0.0006,-0.0169,0.0056,0.0077
0.0,-0.1572,-0.0827,0.0698,-0.0903,-0.1033,-0.0962,-0.0853,0.0787,0.0551,0.0418
0.4942,-0.3125,-0.3337,-0.336,0.3577,-0.3154,-0.3218,0.3455,0.4217,0.3662,-0.3153
0.0,-0.0302,-0.0324,-0.0447,-0.0262,0.0172,0.0117,0.0,-0.0277,0.0062,-0.0266
0.0,0.0189,-0.0466,-0.0279,0.0241,-0.0379,0.0095,-0.0392,0.0204,-0.0402,0.0058
0.4983,0.4753,0.4551,0.496,0.4721,0.4687,0.4838,-0.4495,-0.4434,0.4762,-0.4491
0.4969,-0.4358,0.4582,0.4616,0.4658,0.4811,0.4511,0.4673,-0.4221,-0.4135,0.4749
0.0,-0.0447,-0.0394,0.0123,0.0166,0.0229,0.0108,-0.025,0.0046,-0.029,0.0042
0.0,0.0245,-0.0318,-0.0268,0.0,-0.0381,-0.0528,-0.0297,-0.0291,-0.0452,0.0159
0.0,0.0455,-0.0839,0.0301,0.0423,-0.0827,-0.0722,-0.0891,0.0433,0.0138,0.0531
0.0,-0.0036,-0.0036,0.0,0.0,-0.0022,-0.0021,-0.0036,-0.0022,0.0,0.0
0.0,0.0254,-0.0367,0.0,0.0242,-0.0477,0.0265,-0.0412,0.0207,0.0017,-0.0381
0.5095,0.4721,0.4826,0.4493,0.4911,-0.4244,-0.4176,0.4475,-0.4288,0.4584,-0.4387
0.0,0.0194,-0.0583,0.0052,0.0309,0.0186,-0.0482,-0.043,0.0099,0.0242,-0.0425
0.5052,0.4853,0.4685,0.4876,0.4733,-0.424,0.4836,0.4702,0.4672,-0.4577,0.4515
0.0,0.0258,-0.0727,0.0455,-0.0946,0.0525,0.0494,-0.0677,0.0361,-0.0749,-0.1058
0.0,-0.0022,0.0,-0.003,0.0,0.0,0.0,-0.0027,0.0,-0.0044,-0.0044
0.0,-0.0159,0.0047,0.0028,-0.012,0.0024,-0.0124,-0.0154,0.0026,0.0,-0.0158
0.0,-0.032,-0.0522,-0.0546,-0.0364,0.0136,0.0134,-0.05,-0.051,0.0153,0.0133
0.4861,-0.4432,0.469,0.4826,-0.4303,0.4552,0.4653,-0.4437,0.489,0.4542,0.486
0.0,0.0,0.008,0.0078,-0.0117,0.0,0.0074,0.0005,-0.0184,0.0027,0.0068
0.0,0.0611,0.0842,0.0848,0.0989,-0.1081,-0.1148,0.0558,0.0902,-0.1688,-0.1321
0.0,-0.0527,-0.0493,-0.0523,0.0354,0.0032,0.0361,0.0363,-0.0596,0.0159,0.0133
0.0,0.0114,0.0079,-0.0173,-0.0334,-0.0263,0.0098,-0.0231,0.008,0.0018,-0.0356
0.0,-0.0015,0.0,-0.0028,-0.0028,0.0,0.0,-0.0011,0.0,0.0,-0.0028
0.0,0.0027,-0.0254,0.0135,-0.0285,0.0042,-0.0231,0.014,-0.0321,-0.0341,0.0085
0.0,-0.063,0.0322,0.0297,0.0315,-0.0312,0.0309,0.0317,0.033,0.0,0.0
0.0,-0.0032,-0.004,0.0009,0.0003,0.0,0.0,0.0,0.0007,0.0014,-0.004
0.0,-0.0143,-0.0079,-0.0081,0.0056,0.0,0.0057,-0.0143,0.0067,0.0,-0.0132
0.0,-0.004,0.0,0.001,0.0008,0.0003,0.0,-0.0038,-0.0035,-0.0043,0.0004
0.0,-0.0553,-0.084,-0.0582,0.0332,0.0395,0.0386,0.0166,0.0342,0.0288,0.0174
0.506,0.4589,-0.4199,0.443,0.4371,-0.4161,0.444,0.4711,-0.4015,-0.3658,0.4515
0.0,0.0224,-0.0413,-0.0347,0.014,-0.0425,0.0259,0.0006,-0.0506,-0.0417,0.0237
0.4993,-0.3056,0.3757,0.4259,0.403,-0.3486,0.3768,-0.3568,-0.3556,0.3822,0.3572
0.4957,0.4309,-0.3511,0.4306,0.4556,0.4174,-0.3712,0.4105,0.3939,-0.3927,-0.3858
0.4967,-0.338,-0.3645,-0.3836,-0.3231,0.3983,0.3999,0.4097,0.4069,0.4386,0.3849
