f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,protected
-0.503,0.4511,-0.4856,-0.4951,-0.4686,0.4461,-0.4692,0.4548,-0.4672,-0.4841,0.4577
0.0,-0.0164,0.0504,-0.0167,-0.0264,0.0333,-0.0074,-0.0149,0.0396,0.0458,0.0352
-0.5004,0.3714,-0.3908,-0.4221,0.341,0.3771,-0.4274,-0.4438,-0.406,0.3677,-0.4135
0.0,0.0271,-0.0099,0.0285,0.0268,0.0254,-0.0112,0.0381,0.0501,0.0445,-0.0081
0.0,0.1432,0.1028,0.0797,0.0855,-0.0592,-0.0676,-0.055,-0.0619,-0.0427,0.0915
0.0,0.0735,-0.0199,-0.0247,-0.0194,-0.03,-0.0372,0.0702,0.0775,-0.0467,0.056
0.0,-0.0328,0.0406,0.0396,0.0651,-0.0336,0.0532,-0.0179,0.0679,-0.0099,0.0655
0.0,0.0,-0.0214,0.0503,0.049,-0.0226,-0.0223,0.0284,-0.0247,0.0306,-0.017
0.0,0.1122,0.0874,0.1254,-0.0272,0.1026,0.0889,-0.0439,-0.0717,-0.0563,0.1061
0.0,-0.1005,-0.0853,-0.0702,-0.0827,0.118,0.155,-0.089,0.121,0.1537,0.1516
-0.497,-0.4834,-0.4342,-0.4449,0.4254,-0.4322,0.3805,-0.4578,-0.4439,-0.4329,-0.4786
-0.5083,-0.4916,0.4512,0.4508,0.4433,-0.4855,0.4428,-0.4617,-0.4757,-0.4634,-0.4802
0.0,0.1579,-0.1265,-0.1066,0.1549,0.1468,0.165,-0.0909,-0.1091,0.1893,0.1357
-0.5056,-0.4712,0.4336,0.4411,-0.4849,0.4112,0.428,-0.4724,-0.4642,-0.4677,-0.4562
0.0,-0.046,0.1275,0.0872,0.1097,0.0868,-0.0644,-0.0364,-0.058,0.0763,0.0863
0.0,0.0898,0.1063,0.1102,0.1151,0.0,-0.0865,-0.0658,0.0901,0.086,0.0897
0.0,-0.0186,0.0806,-0.0232,0.0653,0.0485,-0.0298,0.0443,-0.0374,-0.027,-0.02
-0.4993,-0.4061,-0.4436,0.3925,0.4029,0.375,0.3451,0.4058,-0.441,-0.4501,-0.4484
0.0,-0.0044,-0.0066,0.0329,0.0427,-0.0189,0.0456,0.0352,-0.0158,0.0272,-0.0132
0.0,-0.0892,0.125,0.1271,-0.1036,-0.0858,-0.1026,-0.087,-0.1039,0.1068,0.204
-0.4944,0.3549,0.3791,0.3993,-0.4012,-0.4083,-0.4066,-0.4888,-0.4244,-0.4034,-0.419
0.0,-0.0592,-0.0802,-0.0752,0.1347,-0.0677,0.1452,-0.0823,0.1194,0.1409,0.1157
-0.5062,0.3776,-0.4385,0.3892,0.3867,-0.4845,0.3924,0.3878,-0.4343,0.385,0.3926
0.0,0.106,-0.061,-0.0553,0.1026,-0.0702,-0.0713,0.0713,0.0905,0.1278,0.1048
0.0,-0.0557,-0.0444,-0.0011,0.0746,-0.0194,0.0631,0.0792,-0.0575,0.0782,0.0755
0.0,-0.02,-0.0187,-0.0018,-0.0124,0.044,-0.0084,0.0295,-0.0183,0.0433,0.0439
0.0,0.0903,-0.0283,0.1132,0.0984,0.108,0.1202,-0.0639,-0.0492,0.0887,0.1167
0.0,-0.0352,0.0922,-0.0814,0.0831,0.1298,-0.0799,-0.086,0.1271,-0.0833,0.1395
0.0,0.0999,0.0938,-0.0873,0.1238,-0.0448,-0.0499,0.0895,-0.0629,0.1229,0.1364
0.0,0.1839,0.1416,0.2018,0.1338,-0.125,-0.1233,0.1339,-0.0828,-0.1267,-0.125
-0.5018,0.2922,0.2581,0.3132,-0.3207,-0.3217,0.3109,-0.3319,-0.332,-0.3504,-0.3571
0.0,0.0332,0.0551,-0.0219,-0.0084,0.0476,-0.0148,0.0457,0.0515,0.0455,-0.0202
-0.4986,0.4076,-0.432,-0.428,-0.4367,0.4338,-0.4503,-0.5022,-0.4274,0.4156,0.3857
0.0,0.0618,0.083,0.0921,0.0902,0.0696,0.0663,-0.0211,0.0844,0.0734,0.0723
-0.4989,0.3035,0.3162,0.3169,-0.4119,-0.354,-0.3808,0.3299,-0.3601,0.3357,0.329
0.0,-0.0153,0.0274,-0.0139,-0.0114,0.025,-0.0173,-0.0056,0.0344,0.0413,-0.0019
-0.5018,-0.4757,-0.478,0.4583,-0.4683,0.4488,-0.4584,0.4291,-0.489,-0.4745,0.433
0.0,0.1187,0.0725,0.0714,-0.0556,0.0849,-0.0621,-0.0284,0.0808,-0.0307,-0.0376
-0.4968,0.4325,0.4441,-0.4625,-0.4886,0.4198,-0.4503,-0.4571,-0.4681,-0.4919,-0.4516
0.0,0.1589,-0.1152,-0.0588,-0.0921,-0.0936,0.1457,0.1606,0.1448,0.1376,0.1376
0.0,0.0557,-0.0332,-0.0027,-0.0197,0.0429,-0.0305,0.0675,-0.0167,0.0461,0.0419
0.0,-0.0498,0.1157,0.0947,-0.0445,0.0996,0.1085,0.1443,-0.066,-0.0619,-0.0722
-0.5047,0.3749,-0.4048,-0.4153,-0.4911,0.3779,0.3787,-0.4303,-0.4007,-0.4041,-0.4108
0.0,0.0,0.0216,0.026,-0.0054,-0.0104,0.0204,0.0259,-0.0131,0.0301,-0.0017
-0.4996,0.4029,-0.4296,-0.4179,-0.4542,-0.4283,0.404,0.3944,-0.4337,-0.4992,-0.4346
-0.5041,-0.3487,-0.3754,-0.3749,0.3444,0.3487,0.3442,-0.3698,0.3441,-0.3632,-0.4596
