f0,f1,f2,f3,f4,f5,f6,protected
0.0,0.0,-0.0213,-0.0296,0.009,0.0154,-0.0296,0.007
0.0,0.0,-0.0264,0.0079,-0.0328,0.0028,-0.0166,0.0074
0.0,-0.0124,0.0,0.0,0.0046,-0.0167,0.0,0.0041
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0403,0.0166,0.0037,-0.0448,0.0072,-0.0532,0.0146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0204,-0.0924,-0.0632,-0.0782,-0.0714,-0.0677,0.0267
0.0,-0.0157,0.0,0.0079,-0.0157,-0.0157,0.0,0.0081
0.0,-0.073,0.0,0.0464,0.0583,-0.0646,-0.1097,-0.0737
0.0,0.0274,0.0,0.0,-0.0379,-0.0592,-0.0455,0.0386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0903,-0.0658,0.0367,-0.0872,-0.0601,-0.0963,0.0216
0.5023,0.4951,-0.4553,-0.4431,0.4634,0.5015,0.4751,0.4712
0.0,0.0,-0.0076,0.0,0.0,-0.008,0.0,-0.016
0.4975,0.3945,0.4668,0.3921,0.3825,-0.3397,0.3936,-0.3429
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0327,0.0,-0.0191,0.0031,0.0,0.0158,-0.018
0.0,-0.0931,0.015,0.0663,-0.0961,-0.1214,-0.067,-0.0938
0.0,0.0112,-0.0571,-0.0746,0.016,-0.0773,0.0158,0.0487
0.0,-0.0822,-0.0883,0.0545,-0.1334,0.0313,0.0545,0.0482
0.0,0.0,-0.0196,0.0,-0.0109,0.0,-0.0118,-0.0157
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015,0.0369,0.0473,-0.0826,0.026,-0.0972,-0.0731
0.0,-0.0243,0.013,-0.0391,-0.0391,0.0188,0.0,0.0082
0.0,0.0119,0.0,0.0042,0.0071,0.0,0.0081,-0.0278
0.0,-0.0661,-0.0495,-0.097,-0.0651,0.0,0.0486,0.0448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0296,0.0081,0.0,0.0155,0.0152,-0.0547,0.0281
0.0,-0.065,-0.0711,0.0443,0.0319,-0.0922,0.0258,-0.0961
0.0,0.0157,0.0159,0.0,0.0,0.0,-0.03,0.0143
0.0,-0.0473,0.0376,-0.0845,0.0369,0.0235,0.0,0.03
0.0,0.0738,0.0706,0.1033,-0.1695,-0.142,-0.1508,-0.1287
