f0,f1,f2,f3,f4,f5,f6,protected
0.1178,0.1574,-0.2366,-0.3446,-0.2394,-0.2591,0.1747,0.1349
-0.3945,0.2003,0.202,0.2426,0.1589,-0.3255,0.2001,0.2076
-0.0483,0.0146,-0.03,0.0184,-0.0441,0.0,-0.0294,0.0
0.1801,0.2158,0.199,0.1843,0.2181,-0.4143,-0.304,0.2237
-0.3064,-0.4278,-0.3057,0.1946,0.2822,0.2809,0.2532,-0.3928
-0.1826,0.1227,-0.2188,0.0823,0.0952,-0.176,-0.2135,0.0406
0.2537,-0.1208,0.199,-0.0944,-0.1244,0.2502,-0.1403,0.1759
0.2656,-0.3752,-0.3143,-0.4613,0.2737,-0.3671,-0.3012,0.2655
0.4204,0.3116,-0.176,-0.2175,-0.2337,0.2816,0.2707,0.2481
-0.1543,0.3325,0.18,0.1977,-0.1296,-0.1057,-0.16,-0.1299
0.2228,0.2387,-0.1158,0.1483,-0.0523,-0.1134,0.2147,0.1571
-0.2881,-0.2896,-0.2903,-0.2503,-0.3263,0.1454,-0.3404,0.1633
0.3072,-0.179,-0.1841,0.3004,0.2503,0.2506,-0.1661,0.3926
0.2083,-0.2501,-0.3512,-0.3786,0.1558,0.2085,-0.2731,0.219
-0.3536,-0.2878,-0.4086,0.1781,-0.276,-0.2955,0.2139,0.2181
-0.0753,-0.1589,0.2053,-0.0994,0.2199,0.1767,0.302,-0.1599
-0.2968,0.1777,-0.4039,0.2305,-0.2815,-0.2716,0.1946,0.1615
-0.1445,0.0331,-0.2212,-0.1518,-0.1214,-0.1335,-0.156,-0.1661
-0.3893,0.2624,-0.2707,0.2624,-0.2804,-0.3931,-0.3877,-0.2787
0.3058,-0.3858,-0.3894,-0.3399,0.3045,0.2677,-0.4191,-0.4072
