f0,f1,f2,f3,f4,f5,f6,protected
0.0,0.016,-0.0355,0.0078,-0.0581,0.0085,0.0107,0.0188
0.5068,0.4693,0.421,0.4586,-0.4,-0.3888,-0.3704,0.4332
0.0,0.0076,0.0185,0.0328,-0.0859,0.0326,-0.0555,-0.0503
0.0,-0.1482,-0.1114,0.0855,-0.1725,0.0426,0.1016,-0.1214
0.0,-0.1184,-0.111,0.0887,-0.2076,0.0834,-0.1065,0.0924
0.0,0.0177,-0.0296,0.0,0.0143,-0.0364,-0.021,0.0
0.0,-0.0756,0.0396,0.0329,0.0409,-0.0579,-0.0882,0.018
0.0,-0.2158,0.1557,0.165,-0.2063,-0.2165,-0.1844,-0.2402
0.0,-0.0544,-0.0748,-0.0668,0.0191,0.0261,-0.0598,0.0
0.4948,-0.37,0.4111,0.491,-0.3748,0.3996,-0.3835,0.4076
0.0,-0.0538,0.004,0.0198,-0.0403,-0.044,0.0263,0.0
0.0,-0.0446,0.0117,0.0152,-0.0325,0.0,-0.0324,0.0
0.0,0.0392,-0.0943,0.0791,0.0854,0.0651,-0.1049,-0.1749
0.4952,-0.4054,-0.3727,0.4253,-0.386,0.4854,0.4526,0.4228
0.0,0.0158,-0.0919,0.0544,0.034,0.0301,-0.0574,-0.0966
0.5037,-0.3971,0.4504,-0.4275,0.4531,0.4552,0.4415,0.5001
0.4933,-0.3625,0.4651,-0.3883,0.4173,0.411,0.4376,-0.3573
0.0,0.0308,0.0492,0.0093,-0.0674,0.024,-0.0747,-0.0888
0.0,-0.1666,-0.1216,-0.1512,-0.1113,0.0532,0.0758,-0.1109
0.499,0.414,-0.4013,0.4143,0.4333,-0.3783,0.5068,-0.3948
0.5006,0.4551,-0.4021,-0.3998,-0.3514,0.4186,-0.3694,0.4581
0.0,-0.0491,-0.0624,0.0263,-0.0338,-0.0462,0.0137,0.003
0.0,0.0372,-0.0631,-0.0765,0.0309,0.0388,-0.0466,0.0
0.0,0.0,-0.0192,0.0,0.0035,0.0,-0.0114,-0.0116
0.501,0.4883,-0.3832,-0.3715,-0.3685,0.3986,-0.3618,-0.3819
0.0,-0.156,0.1043,-0.1738,0.0823,0.0935,0.0872,0.0584
0.0,-0.0858,-0.093,-0.0891,-0.1673,0.0648,0.0458,-0.0915
0.4993,0.4707,0.4941,0.4639,-0.4141,0.4477,-0.4146,-0.4155
0.0,-0.1737,0.0676,-0.1021,-0.1052,0.0908,-0.1308,0.0697
0.0,-0.0835,0.0319,-0.0678,0.0275,-0.0981,0.036,-0.0543
0.0,-0.1185,-0.145,-0.1835,0.085,0.094,0.0773,-0.1519
0.0,0.0814,0.0787,-0.1134,0.0748,0.0777,0.0564,-0.1719
0.4968,0.4055,0.3801,-0.3443,-0.344,0.3839,-0.2822,0.3383
0.5074,0.4069,-0.3682,0.4366,-0.383,0.4827,-0.365,0.4169
0.5035,0.4376,0.4506,0.4623,0.4312,-0.3542,0.4469,0.4339
0.0,-0.0463,0.022,0.0234,0.0402,0.0,-0.0676,-0.0644
0.0,-0.0323,-0.0353,-0.0437,0.0,-0.0298,0.0217,0.0082
0.0,-0.1314,0.0419,-0.1038,0.0637,-0.1292,0.0435,-0.1047
0.0,0.0382,-0.0821,0.0226,-0.0472,0.0,0.0412,-0.0589
0.5042,-0.3667,0.4269,-0.3987,0.4082,0.4817,-0.3816,0.448
0.0,0.0244,0.0122,-0.0812,0.0465,0.0111,0.0412,-0.07
0.4884,-0.243,0.2981,0.3085,0.2955,0.3423,0.3105,0.288
0.0,-0.1082,0.0144,0.0532,0.0771,-0.1166,-0.1181,0.0772
0.0,0.0076,0.0,0.0075,-0.0204,0.0,0.0053,-0.0204
0.0,-0.0593,0.021,0.0,0.0237,0.0293,0.0226,0.008
0.0,-0.1286,0.0387,-0.097,-0.0852,0.0277,0.0626,-0.1059
0.0,0.0437,0.0248,0.0389,-0.092,-0.0884,0.0407,-0.0593
0.0,0.0441,-0.1132,0.0565,-0.0958,-0.0685,0.0395,0.0175
0.5023,0.4731,0.4208,0.4755,-0.4038,-0.4018,-0.3855,0.4225
0.0,-0.1841,-0.1825,-0.1912,-0.1586,-0.1418,0.0906,-0.1944
0.4947,0.4953,0.5026,0.4973,0.4682,0.4724,-0.4602,0.4678
0.5003,0.4415,0.4779,0.4813,0.4424,-0.3912,0.4426,0.468
0.0,-0.0373,-0.0362,-0.0525,0.0232,0.0074,-0.0525,0.0234
0.4961,-0.3461,0.3703,0.4009,0.4699,-0.3695,0.3667,0.4
0.488,0.4216,0.4273,0.3967,-0.3315,-0.3343,0.4149,0.3885
0.0,0.0523,0.052,0.0537,0.0701,-0.1416,-0.1182,-0.0791
0.0,0.0039,-0.063,0.0166,-0.0708,0.0289,-0.057,-0.0528
0.0,0.0221,0.0142,-0.0441,0.0087,-0.0422,0.0086,0.0
0.0,0.0562,-0.0727,-0.0876,-0.1037,0.0279,0.0426,0.0217
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.1385,-0.1529,0.0867,-0.1096,-0.1918,-0.112,0.0834
0.0,-0.1147,-0.0914,0.0721,0.0,-0.1018,-0.0921,-0.097
0.0,-0.1738,0.107,-0.2262,-0.1751,-0.1497,0.1136,0.1339
0.0,-0.0593,0.0471,0.0352,0.0387,0.0085,0.0553,-0.1066
0.0,-0.191,-0.1804,0.1081,-0.2126,-0.1871,0.1384,0.1231
0.507,0.4514,0.5023,-0.4298,-0.4481,0.4491,0.4974,-0.4338
0.4971,-0.3249,0.3715,-0.2905,-0.3144,-0.3125,0.4036,-0.3208
0.0,-0.1717,0.0675,0.1136,-0.1896,0.1057,-0.1352,-0.1471
0.0,-0.1358,0.032,-0.1531,0.1209,-0.1405,-0.1556,0.1038
0.4968,0.4214,0.489,-0.3857,0.4146,0.4305,0.4113,0.4209
0.0,0.034,0.0601,0.0925,-0.1019,0.0881,-0.1555,-0.1318
